title,company,location,job_type,employment_type,description,requirements
Global Product Owner Total Rewards - Merit & STI (m/f/d),Fresenius SE & Co. KGaA,"Bad Homburg bei Frankfurt, Paris, Barcelona, USA",Feste Anstellung,"Homeoffice möglich, Vollzeit","Fresenius – Committed to life!We save and improve human lives with affordable, accessible, and innovative healthcare products and the highest quality in clinical care.Our company comprises the operating business segments Fresenius Kabi and Fresenius Helios. With 140 hospitals and numerous outpatient facilities, Fresenius Helios is the leading private hospital operator in Germany and Spain, treating around 26 million patients each year. Fresenius Kabi's product portfolio includes a range of highly complex biopharmaceuticals, clinical nutrition, medical devices and generic intravenous drugs, serving 450 million people annually.As an integral part of Fresenius Group HRLT,Total Rewardsis globally accountable for designing and managing a comprehensive approach to attract, motivate, and retain talent by aligning rewards with business goals and employee needs. This includes competitive Compensation packages and a well-rounded suite of Benefits that support employees’ well-being and security. International Mobility and Cross-Border Workforce Management facilitate smooth transitions for employees relocating globally, ensuring compliance, cost-effectiveness, and a positive relocation experience. Executive Matters focus on managing contractual aspects, including compensation, benefits, and long-term incentives for senior leaders to ensure alignment with corporate objectives. Performance Management drives continuous improvement through structured goal-setting, feedback, and incentives tied to individual and team contributions. Lastly, Job Evaluation and Career Frameworks provide structured, transparent pathways for growth, ensuring fair and consistent evaluation and career development across roles and levels.","University degree and at least 10 years of international experience in Total Rewards, Compensation & Benefits, Rewards Consulting or related HR domains.Proven experience in global product or process ownership, particularly in the design, deployment, and governance of Merit and STI programs.Strong expertise in Workday and other core HR technology systems, with the ability to leverage data for strategic insights.Experience in integrating Total Rewards products with broader HR initiatives such as Pay Transparency, Benchmarking, and LTIs.Proficiency in process optimization and agile project management methodologies.Strong business acumen and a creative, solution-oriented mindset to balance diverse stakeholder priorities.Strategic and people-oriented thinking with a focus on maximizing process efficiency and employee experience.Excellent communication skills in English; German is a plus.Experience working in in-house consulting or transformation roles is highly desirable."
Senior Cyber Security Architect - Digital Labeling (m/w/d),BWI GmbH,"bundesweit, Frankfurt, Hamburg, Meckenheim, München, Nürnberg, Ulm, Berlin, Bonn, Leipzig",Feste Anstellung,"Homeoffice möglich, Vollzeit","Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 7.700 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verantwortungsvolle IT-Spezialist*innen, die die Bundeswehr-IT aus Überzeugung in herausfordernden Digitalisierungsvorhaben weiterentwickeln und so einen Beitrag zur Sicherheit Deutschlands leisten wollen.Sorgen Sie gemeinsam mit uns für die digitale Zukunftsfähigkeit der Bundeswehr.Senior Cyber Security Architect - Digital Labeling (m/w/d)ab sofort und in Vollzeit bevorzugt in Meckenheim oder München, alternativ bundesweit an einem unserer BWI Standorte.Im „Competence Center IT-Security“ (CCITS) verantwortet der Bereich Endpoint & Device Security Services zentrale Sicherheitslösungen für alle Kunden und die BWI. Dazu zählen unter anderem die Festplatten- und E-Mail-Verschlüsselung, Enterprise File Security, digitale Klassifizierung, die Verwaltung privilegierter Konten (Privileged Access Management und Password Management) sowie die Steuerung von Schnittstellen und Anwendungen (Device & Application Control). Zur Verstärkung unseres Teams suchen wir eine*n Senior Cyber Security Architect mit Schwerpunkt auf Digital Labeling.In dieser Rolle gestalten Sie die technische Architektur und Weiterentwicklung des Service maßgeblich mit. Ihr Fokus liegt auf der Entwicklung und Integration sicherer, effizienter Klassifizierungsmechanismen für Daten und Dokumente in komplexen IT-Umgebungen. Durch Ihre Expertise leisten Sie einen entscheidenden Beitrag zur sicheren und regelkonformen Handhabung sensibler Informationen und zur Stärkung der Datenklassifizierungsstrategie über alle Endgeräte hinweg. Dabei arbeiten Sie eng mit dem Service Management, der IT-Strategie und den operativen Einheiten zusammen.","Abgeschlossenes IT-bezogenes Studium oder eine vergleichbare Qualifikation mit mehrjähriger Erfahrung im Bereich IT-Sicherheit und IT-ArchitekturMindestens 5 Jahre Berufserfahrung in der Architektur und Implementierung komplexer IT-Sicherheitslösungen, idealerweise mit Schwerpunkt auf Data Classification und Digital LabelingTiefgehende Kenntnisse über verfügbare Lösungen und Technologien im Bereich Digital Labeling / Data Classification sowie deren Integration in bestehende IT-UmgebungenErfahrung im Design und in der Entwicklung von Sicherheitsarchitekturen zur regelkonformen Klassifizierung und Verarbeitung sensibler InformationenErfahrung in der fachlichen Koordination von Teams und Projekten innerhalb des IT-SicherheitsumfeldesPraktische Erfahrung mit Klassifizierungslösungen von INFODAS (SDoT), Fortra (TITUS) und Boldon James wünschenswertITIL Foundation-Level Zertifizierung um sicherzustellen, dass der Service nach den Best Practices des IT Service Managements entwickelt und betrieben wirdSelbständige, lösungsorientierte Arbeitsweise mit der Fähigkeit, technische Herausforderungen eigenständig zu analysieren und innovative Lösungen zu entwickelnAnalytische und strategische Denkweise, um langfristige Entwicklungen und regulatorische Anforderungen im Bereich Datenklassifizierung zu erkennen und umzusetzenSehr gute Kommunikationsfähigkeiten und Erfahrung in der fachlichen Beratung von Stakeholdern, inklusive Management, Datenschutz und KundenVerhandlungssichere Deutschkenntnisse und gute Englischkenntnisse in Wort und Schrift"
Trainee im Junior Expert Programme – Corporate Audit Services (w/m/d),ING Deutschland,Frankfurt am Main,Berufseinstieg/Trainee,Vollzeit,"Die ING ist mit über 9 Millionen Kund*innen die drittgrößte Privatkundenbank in Deutschland. Wer bei der ING arbeitet, macht nicht einfach einen Job. Arbeiten bei uns ist die Chance, etwas zu verändern. Wie das geht? Indem wir als globale Bank das Leben von Millionen Menschen berühren und danach streben, einen positiven Einfluss auf die Gesellschaft und unseren Planeten zu haben. Und indem wir dank unserer Start-up-Mentalität menschlich, nahbar und persönlich bleiben – als unbanky Bank.Trainee im Junior Expert Programme – Corporate Audit Services (w/m/d) am Standort FrankfurtLernen von den Besten und mit den Besten? Check! Spannende Aufgaben in unterschiedlichen Teams? Check! Von Tag eins an einen unbefristeten Vertrag? Check! Hört sich gut an? Dann werde ein Teil unserer Erfolgsgeschichte und starte Deine Karriere im Junior Expert Programme der ING. Absolventen können bei uns dreimal im Jahr einsteigen. Wenn Du kurz vor Deinem Abschluss stehst und zum1. Januar, 1. Apriloder zum1. Oktober 2026starten kannst, werde Junior Expert bei der ING.","Guter Bachelor- oder Masterabschluss in Wirtschaftswissenschaften / -mathematik oder -informatik, Banking oder FinanceInteresse an Data Analytics, Erfahrungen mit entsprechenden Tools (z. B. Knime, Celonis, SQL, SAS, Python) sind ein starkes PlusOptimalerweise erste Erfahrung in einer Bank oder Wirtschaftsprüfungsgesellschaft, z. B. durch relevante PraktikaErster Überblick über relevante Gesetze und regulatorische VorgabenLust auf Teamwork, agiles Mindset und starkes konzeptionelles sowie analytisches DenkenWillen, die Welt von morgen mitzugestaltenKommunikationsstark auf Deutsch & Englisch"
Senior Controller Europe (m/w/x),DUAL Deutschland GmbH,Köln,Feste Anstellung,"Homeoffice möglich, Teilzeit, Vollzeit","DUAL Deutschland GmbH is part of the DUAL Group, London. The DUAL Group has been operating since 1998 and is one of the world's largest international underwriting agencies. As a managing general agent, DUAL Deutschland works with insurance companies on their behalf to assess risks, calculate premiums and draw up policies. DUAL also handles claims settlement and debt collection.Founded in 2005 and headquartered in Cologne, DUAL Deutschland initially operated primarily as an MGA for financial lines with a specialisation in D&O insurance. M&A, fidelity, cyber, accident & health, financial loss liability, fine art and engineering & construction insurance now complement the company's steadily growing product portfolio. Policyholders are served from offices in Cologne, Hamburg and Frankfurt. Customers are primarily banks and other financial services institutions, but also medium-sized companies from a wide range of industries.We are seeking an experienced and motivatedSenior Controller Europe (m/w/x)to join our dynamic international finance team in Cologne. In this pivotal role, you will be responsible for financialoversight across multiple European entities and play a key part in enhancing our controlling processes.","Degree in business administration, finance or comparable qualificationAt least 5 years of professional experience in controlling, ideally in the insurance industryExperience in consulting/advisory services could be beneficialVery good knowledge of MS Excel (incl. Pivot, Power Query, complex formulas)Experience in international companies and multicultural teamsBusiness fluent in written and spoken English as well as GermanAnalytical thinking and structured way of workingHigh level of initiative and sense of responsibilityStrong communication skills and ability to work in an international teamAbility to present complex issues in an understandable way"
Oracle Datenbankadministrator (m/w/d),Bundesnotarkammer,Berlin,"Berufseinstieg/Trainee, Feste Anstellung","Homeoffice möglich, Vollzeit","Wir sind der IT-Betrieb der Bundesnotarkammer, der Dachorganisation des deutschen Notariats. Wir betreiben seit mehr als 10 Jahren hochsichere und komplexe IT-Systeme auf weit mehr als 1.500 eigenen Servern mit zentraler Bedeutung für rund 6.600 Notariate und die deutsche Justiz. Die fort-schreitende Digitalisierung insbesondere im Bereich der notariellen Arbeitsabläufe mit stets neuen Ideen, Projekten und Produkten lässt uns kräftig wachsen. Behördenmentalität findet man bei uns nicht. Zur Unterstützung unseres engagierten Teams suchen wir zum nächstmöglichen Zeitpunkt eine/nOracle Datenbankadministrator (m/w/d)","fundierte Kenntnisse im Umgang mit Oracle RAC, Data Guard und RMANvertraut mit Oracle Multitenant sowie den weiteren Optionen der Oracle Enterprise EditionErfahrung im Einsatz des Oracle Enterprise Manager zur Überwachung und Verwaltung komplexer Datenbankumgebungensolides Praxiswissen in Linux sowie sicherer Umgang mit Skriptsprachen wie SQL, PL/SQL und ShellKenntnisse in den Bereichen Datenbanksicherheit und Hochverfügbarkeitsarchitekturenidealerweise verfügen Sie über eine aktuelle Oracle-Zertifizierungoptional: Sie arbeiten auch mit PostgreSQL ebenso routiniert und professionell"
SAP Analytics Architect (gn*),Ernsting’s family,Coesfeld-Lette bei Münster,Feste Anstellung,"Homeoffice möglich, Vollzeit","Du bist Analytiker, Gestalter und hast Lust etwas zu bewegen? Dann bist Du bei uns genau richtig. Unser BI & Analytics Team stellt mit Hilfe von Algorithmen maßgeschneiderte Lösungen bereit, damit Entscheidungen zukunftsorientiert getroffen werden können. Als Partner auf Augenhöhe in den Bereichen Reporting und Analysen wird hier die Zukunft mitgestaltet!Für unsere Unternehmenszentrale in Coesfeld-Lette (bei Münster) suchen wir einenSAP Analytics Architect (gn*)","Ein abgeschlossenes Studium im Bereich Wirtschaftsinformatik oder artverwandten Fächern (Mathematik, Physik) mit Schwerpunkt InformatikErfahrung in der Konzeption und Implementierung von SAP BW on HANA / SAP BW/4HANASehr gute Kenntnisse in Data Warehouse-Architektur und DatenmodellierungErfahrung in der Datenextraktion aus SAP und Nicht-SAP-SystemenErfahrung in ABAP OODie Fähigkeit komplexe Zusammenhänge zu analysieren und diese zielgruppengerecht und klar zu kommunizieren"
Datenmanager (d/m/w),ACO Ahlmann SE & Co. KG,Büdelsdorf,Feste Anstellung,"Homeoffice möglich, Vollzeit","ACO ist ein Water-Tech Unternehmen, das für den Schutz des Wassers sorgt. Ausgehend von unserer globalen Entwässerungskompetenz, die den Menschen vor dem Wasser schützt, sehen wir unsere Mission zunehmend darin, auch das Wasser vor dem Menschen zu schützen.","abgeschlossene Ausbildung mit Berufserfahrung im Bereich Data Management und Projektmanagement oder Studium der Wirtschaftsinformatik, Betriebswirtschaft oder eine vergleichbare Ausbildungschnelle Auffassungsgabe, strukturiere Arbeitsweise und eine hohe Affinität zu Daten und DatenstrukturenVerständnis für Zusammenhänge von Prozessen, Arbeitsabläufen und Datenflüssen über mehrere IT-Systeme hinwegeigenverantwortliche sowie ziel- und lösungsorientierte ArbeitsweiseTeamgeist und Freude an Kommunikation und Sorgfaltsichere Anwendung der einschlägigen Microsoft Office-Programmeerste Erfahrungen mit dem PIM System contentserv sowie SAP wären von Vorteil"
Lead Engineer (w/m/d) EPCM Industry - Planung TGA Mechanik/HLSK,Drees & Sommer SE,"Stuttgart,Frankfurt am Main, München, Hamburg, Freiburg, Köln",Feste Anstellung,"Homeoffice möglich, Vollzeit","Wir stehen jeden Morgen dafür auf, eine lebenswerte Zukunft für nachfolgende Generationen zu schaffen. Je nach Projekt sind wir Berater, Umsetzer – oder beides – nachhaltiger, innovativer und wirtschaftlicher Lösungen für Immobilien, Industrie, Energie und Infrastruktur. In interdisziplinären Teams unterstützen unsere 6.500 Mitarbeitenden an über 70 Standorten weltweit unsere Kunden. Wir denken visionär und realistisch. Wir arbeiten eigenständig und im Team. Mit Leidenschaft und modernsten Technologien. We unite. Join us at Dreso and let’s create a world we want to live in.","Erfolgreich abgeschlossenes Studium der Fachrichtung Elektro-, Versorgungs-, Gebäudetechnik, Gebäudeklimatik oder Energietechnik oder eine vergleichbare QualifikationMehrjährige Berufserfahrung in vergleichbarer Position in der Fachplanung von Industrieprojekten bei einem Generalplanungsunternehmen oder TGA-FachplanungsbüroKenntnisse der TGA, insbesondere in den relevanten Gewerken, sowie Erfahrung mit komplexen ProjektenSicherer Umgang der Branchensoftware (z. B. CAD, CAE, BIM)Fließende Deutsch- und Englischkenntnisse in Wort und SchriftStrukturierte, eigenverantwortliche und interdisziplinäre Arbeitsweise"
Controller (w/m/d),ADAC Nordrhein e.V.,Köln,Feste Anstellung,"Homeoffice möglich, Vollzeit","Der Regionalclub ADAC Nordrhein e.V. wurde 1904 gegründet. Mittlerweile arbeiten über 500 Mitarbeitende in unseren Verwaltungsbereichen, unserem Telefonservice sowie in 19 ADAC Centern und 13 Reisebüros in Nordrhein-Westfalen. Wir kümmern uns um die Themen Mobilität, Reise & Urlaub, Versicherungen und natürlich die ADAC Mitgliedschaft.Unsere Mitarbeitende halten uns über viele Jahre die Treue und verfügen über eine hohe Identifikation mit den Leistungen und Produkten des ADAC. Wir sind stolz auf eine niedrige Fluktuationsrate und eine überdurchschnittliche Betriebszugehörigkeit.","Sie verfügen über ein abgeschlossenes Hochschulstudium in Wirtschaftsinformatik, Wirtschaftswissenschaften, Betriebswirtschaftslehre oder einem vergleichbaren Studiengang, idealerweise mit dem Schwerpunkt Controlling. Darüber hinaus bringen Sie drei Jahre Berufserfahrung als Controller (w/m/d) mit.Des Weiteren verfügen Sie über Berufserfahrung in der Aufbereitung sowie Analyse von Daten und deren Umsetzung in transparente Reportingstrukturen.Erfahrungen in der in der Aufbereitung und Analyse großer und komplexer Datenmengen sowie in der Implementierung von analytischen Modellen (Big Data Analytics, Business Intelligence) sind wünschenswert.Sie verfügen über sehr gute Kenntnisse in Excel und über gute Kenntnisse in ERP- und BI-Systemen. Idealerweise bringen Sie weiterhin Erfahrungen in der Nutzung von MS Dynamics NAV sowie Analyse- und Reporting-Tools wie Jet Reports und Qlik Sense mit.Sie zeichnen sich durch ein ausgeprägtes analytisches Denkvermögen sowie Teamfähigkeit aus und verfügen über eine selbständige, strukturierte und verantwortungsbewusste Arbeitsweise."
Senior Lead Engineer Electrical (m/f/d),Exyte Management GmbH,Stuttgart,Feste Anstellung,"Homeoffice möglich, Vollzeit","Your vision is ambitious. Just like ours.Our people are our success. As one of us, you will contribute to engineering excellence for the high-tech markets of the future, including semiconductors, batteries, pharmaceuticals, biotechnology, and data centers. At Exyte, you will be part of a global community of challenge seekers who are ambitious and passionate about innovation. Together, we will build on our company’s long history and keep on leading the way to a better world.","An Honours or Master's Degree in Electrical Engineering, along with professional engineering certification.At least 15 years of design and construction experience in high-tech or multidisciplinary construction projects, with 10 years in leadership roles.Deep technical knowledge of electrical systems, including high voltage, low voltage, and UPS systems, along with BIM model-integrated design experience.Proficiency in data analytics, BI tools, and dashboards to provide actionable insights for decision-making.Proven leadership skills, with at least 5 years of experience in managing, coaching, and mentoring teams.Ensure compliance with Design for Safety procedures, and actively promote the value of safety during design, construction, and commissioning phases."
Dualer Master (M.Sc.) – Prozessmanagement - Steuerung von Geschäftsprozessen,Bosch Gruppe,Wernau (Neckar),Bachelor-/Master-/Diplom-Arbeiten,Teilzeit,"Möchten Sie Ihre Ideen in nutzbringende und sinnvolle Technologien verwandeln? Ob im Bereich Mobility Solutions, Consumer Goods, Industrial Technology oder Energy and Building Technology - mit uns verbessern Sie die Lebensqualität der Menschen auf der ganzen Welt. Willkommen bei Bosch.DieBosch Thermotechnik GmbHfreut sich auf Ihre Bewerbung!Anstellungsart: BefristetArbeitszeit: VollzeitArbeitsort: Wernau (Neckar)","Ausbildung:Bachelor im Bereich Wirtschaftswissenschaften, Supply Chain Management, Wirtschaftsingenieurwesen oder vergleichbarErfahrungen und Know-how:großes Interesse an LogistikprozessenPersönlichkeit:du kommunizierst klar und zielgruppengerecht, bringst dich initiativ in Prozesse ein und passt dich flexibel an neue Anforderungen an; dabei begeisterst du dich für neue Themen, arbeitest teamorientiert und übernimmst Aufgaben stets verantwortungsbewusstArbeitsweise:du erkennst Handlungsbedarfe frühzeitig, gehst Aufgaben eigenverantwortlich an und arbeitest strukturiert auf kunden- und zielorientierte Lösungen hin; dabei überzeugst du durch ein sicheres Auftreten sowie die Fähigkeit, komplexe Sachverhalte schnell zu erfassen und analytisch zu durchdringenSprachen:sehr gute Deutsch- und Englischkenntnisse"
Process expert dry etching for MEMS technology development (f/m/div.),Bosch Gruppe,Dresden,Feste Anstellung,"Homeoffice möglich, Teilzeit, Vollzeit","Do you want beneficial technologies being shaped by your ideas? Whether in the areas of mobility solutions, consumer goods, industrial technology or energy and building technology - with us, you will have the chance to improve quality of life all across the globe. Welcome to Bosch.TheBosch Sensortec GmbHis looking forward to your application!Employment type: UnlimitedWorking hours: Full-TimeJoblocation: Dresden","Personality:Enthusiastic, problem-solving, assertive, self-initiated, creative, team player, able to work under pressureWorking Practice:Systematic, goal-oriented, decisiveExperience and Know-How:Several years of professional relevant experience or PhD, very good knowledge in sensor, micromechanics and semiconductor technology; knowledge of relevant analytical methods beneficial; excellent understanding of physical principles and interrelationshipsLanguage:Very good knowledge of English, German a plusEducation:Completed university studies (Master/Diploma/PhD) in engineering or natural sciences, physics, chemistry, material sciences or comparable qualification"
Working Student for Software Engineering for Infotainment & Car Connectivity (f/m/d),Volkswagen Infotainment GmbH,Bochum,"Studentenjobs, Werkstudent","Homeoffice möglich, Teilzeit","With a team of more than 1150 employees in Wolfsburg and Bochum, we work in the fields of connectivity and automotive software. Under the roof of CARIAD, the Volkswagen Group unites experienced companies that work on future technology such as integrating vehicles with hard- and software for the Group's various brands.","Enrolled in a degree program in Computer Science, Electrical Engineering, Media Informatics, Cognitive Science, or a related fieldInitial hands-on experience in software development, ideally in infotainment or mobile environmentsProficiency inC++andPython; experience withJava/Kotlinfor Android is a strong plusFamiliarity withAndroid developmentorAndroid Automotive OSis highly desirableInterest inconnected vehicle technologies,UX design, ormachine learningExperience with version control systems (e.g., Git) and agile development practicesStrong analytical thinking, team spirit, and a self-driven working styleFluent in English; German is a plusWhy Join UsWork onfuture-oriented technologiesthat will shape the in-car experience for millions of usersGain deep insights into thecomplex world of connected vehicle softwareBe part of an open, dynamic team with plenty of room for personal and professional growth"
Senior Business Controller - Logistik & Planung (m/w/d),BestSecret Group,"Berlin, remote / Homeoffice",Feste Anstellung,"Homeoffice möglich, Vollzeit","BESTSECRET ist die führende europäische Online-Plattform für Premium- und Luxusmarken im Off-Price-Segment. Die Gruppe bietet ihren Mitgliedern in 27 Ländern Europas ein hochwertiges Sortiment an exklusiven Modemarken zusammen mit einem Premium-Einkaufserlebnis. Gleichzeitig ermöglicht BESTSECRET seinen Markenpartnern, Überbestände im großen Umfang abzubauen - mit minimaler Sichtbarkeit und maximalem Schutz des Markenwerts. Das einzigartige Geschäftsmodell basiert auf einem geschlossenen Charakter, mit einer exklusiven Mitgliedschaft auf Einladung, langjährigen Beziehungen zu Markenpartnern und Kunden, sowie einer technologieorientierten Denkweise. BESTSECRET kann auf eine langjährige Erfolgsbilanz profitablen Wachstums zurückblicken und erwirtschaftete im Jahr 2024 einen Umsatz von voraussichtlich 1.415 Millionen Euro und beschäftigt ca. 2.300 Mitarbeiter aus über 90 Nationen. Die Gruppe blickt auf eine 100-jährige Tradition in der Textil- und Modeindustrie zurück und befindet sich heute im Besitz von Permira Funds und den Gründerfamilien Schustermann und Borenstein.Team:LogistikStellenstandort:Berlin, remote / HomeofficeAnstellungsverhältnis:Unbefristete Festanstellung, VollzeitFlexibilität:Remote, Hybrid, Vor OrtWir suchen eine proaktive, datenaffine Persönlichkeit als Senior Business Controller (alle Geschlechter) für unser Team Logistics Planning & Controlling.In dieser Rolle bist Du verantwortlich für die Planungs- und Controlling-Aktivitäten unserer externen Logistikstandorte in Polen und der Schweiz. Du fühlst Dich in einem dynamischen Umfeld wohl, arbeitest eigenständig und suchst aktiv nach Verbesserungsmöglichkeiten? Dann freuen wir uns auf Deine Bewerbung!Wichtiger Hinweis: Die Position erfordert regelmäßige Reisen nach Polen, insbesondere zu unserem Logistikstandort in Sulechów.","Abgeschlossenes Studium in Finanzen, Wirtschaft, Data Analytics, Betriebswirtschaft oder einem verwandten BereichMindestens 7 Jahre Berufserfahrung im Business Controlling, in der Finanzanalyse oder in vergleichbaren datengetriebenen Funktionen – idealerweise im Logistik-, Versand- oder ProduktionsumfeldFundierte Kenntnisse in Excel und BI-Tools (z. B. Power BI, SAP, SQL) sowie sicherer Umgang mit großen Datenmengen und digitalen Reporting-LösungenAnalytisches Denkvermögen gepaart mit der Fähigkeit, komplexe Daten in verständliche Business-Narrative zu übersetzenHohe Eigenmotivation, strukturierte Arbeitsweise und ausgeprägte Kommunikations- und Teamfähigkeit in einem dynamischen UmfeldFließende Englischkenntnisse; Deutschkenntnisse sind von Vorteil"
Beauftragte/r für Öffentlichkeitsarbeit und PR (m/w/d) im Exzellenzcluster RESOLV,Ruhr-Universität Bochum,Bochum,Befristeter Vertrag,Vollzeit,"Die Ruhr-Universität Bochum (RUB) ist eine der führenden Forschungs­universitäten in Deutschland. Als reform­orientierte Campus­universität vereint sie in einzig­artiger Weise die gesamte Spann­breite der großen Wissenschafts­bereiche an einem Ort. Das dynamische Mit­einander von Fächern und Fächer­kulturen bietet den Forschenden wie den Studierenden gleicher­maßen besondere Chancen zur inter­disziplinären Zusammen­arbeit.Wir suchen zum nächstmöglichen Zeitpunktbefristet in Vollzeit (39,83 Std./Woche = 100 %)eine VollzeitstelleBeauftragte/r für Öffentlichkeitsarbeit und PR (m/w/d) im Exzellenzcluster RESOLVDas Exzellenzcluster RESOLV (Ruhr Explores Solvation) der Ruhr-Universität Bochum und der Technischen Universität Dortmund umfasst chemische und physikalische Arbeitsgruppen (https://www.solvation.de/). Für die Geschäftsstelle des Exzellenzclusters suchen wir zum nächstmöglichen Zeitpunkt eine/n Beauftragte/n (m/w/d) für den Bereich Presse und Öffentlichkeitsarbeit in Vollzeit (39,83 Std./Woche=100%). Die Stelle ist zunächst befristet bis zum 31.12.2032. Eine Verlängerung der Projektförderung wird angestrebt.Als Beauftragte/r für Öffentlichkeitsarbeit und PR (m/w/d) sind Sie maßgeblich an der Außendarstellung des Exzellenzclusters RESOLV beteiligt. Sie sind zentraler Ansprechpartner für alle Fragen der Außenkommunikation des Clusters und setzen Schwerpunkte gemäß der festgelegten Kommunikationsstrategie von RESOLV. Sie arbeiten selbstständig an der Präsentation des Clusters in sozialen Medien.Fakultät für Chemie und Biochemie:Exzellenzcluster RESOLV","erfolgreich abgeschlossenes Hochschulstudium (Master oder Diplom) im Bereich (Wissenschafts-)Journalismus, Public Relations oder ein vergleichbarer Abschluss + solide, nachgewiesene Kenntnisse im naturwissenschaftlichen Bereich (Chemie, Physik etc.)oderabgeschlossenes Hochschulstudium (Master oder Diplom) im naturwissenschaftlichen Bereich (Chemie, Physik, etc.) und Zusatzausbildung bzw. nachgewiesene Berufserfahrung im Bereich Science Writing / Öffentlichkeitsarbeitsehr gute Kommunikationsfähigkeit (fließend Deutsch und Englisch) in Wort und SchriftKreativität und Ideenreichtumsicherer Umgang mit dem Content Management System TYPO3, gängiger Software zur Ausführung der obengenannten Tätigkeit (Grafikprogrammen, Schreibprogramme etc.) und IT-Affinität wünschenswertidealerweise Berufserfahrung in der Hochschullandschaft und Kenntnisse der HochschulstrukturenInteresse am Gebiet der Solvatationsforschung"
Werkstudent Cloud Datenplattform (m/w/d)*,Schleswig-Holstein Netz GmbH,Quickborn,"Studentenjobs, Werkstudent","Homeoffice möglich, Teilzeit","Schleswig-Holstein Netz plant, baut und betreibt Strom- und Gasnetze im Norden. Mehr als 3 Millionen Menschen verlassen sich täglich darauf, dass Strom und Gas durch unsere Netze zu ihnen kommen. Wir sind Teil der HanseWerk-Gruppe – einem der größten Energiedienstleister Norddeutschlands mit 2.300 Mitarbeiterinnen und Mitarbeitern an verschiedenen Standorten. Unsere Erfahrung stecken wir in frische Ideen, die wir als Serviceleistungen Privatkunden, Kommunen und Unternehmen anbieten. Werde Teil unseres engagierten Teams und gestalte mit uns die Energiewende!Zur Verstärkung unseres Teams der Schleswig-Holstein Netz GmbH suchen wir zum nächstmöglichen Zeitpunkt für unseren Standort Quickborn einen Werkstudent Cloud Datenplattform (m/w/d)*. Bei Interesse bewirb dich bitte bis zum 31.07.2025.","Du bist in einem MINT-Studiengang oder einem datenbezogenen Studiengang wie Wirtschaftsinformatik, Statistik oder Mathematik eingeschrieben.Du hast Interesse an Datenanalyse, Reporting und Business Intelligence. Grundkenntnisse in SQL, Python sowie Git sind wünschenswert, aber keine Voraussetzung.Du arbeitest selbstständig und strukturiert und liebst es, Daten verständlich darzustellen.Du besitzt sehr gute Deutsch- und Englischkenntnisse, die es dir ermöglichen effektiv zu kommunizieren und Hintergründe zu verstehen."
Working Student - PMO Digital Solutions,Grohe AG,Düsseldorf,"Studentenjobs, Werkstudent","Homeoffice möglich, Teilzeit","GROHE is a leading global brand for complete bathroom solutions and kitchen fittings. Since 2014 GROHE has been part of the strong brand portfolio of LIXIL, a manufacturer of pioneering water and housing products. In order to offer “Pure Freude an Wasser”, every product is based on the brand values of quality, technology, design and sustainability. The brand offers life-enhancing product solutions as well as services with its dedicated portfolios GROHE QuickFix, GROHE Professional and its premium sub-brand GROHE SPA. All cater to the specific needs of GROHE’s professional business partners and their differentiated target groups. With water at the core of its business, the brand contributes to LIXIL’s Impact Strategy with a resource-saving value chain: from CO2-neutral* production, the removal of unnecessary plastic in the product packaging, all the way to water- and energy-saving product technologies such as GROHE Everstream, a water-recirculating shower. Thanks to the hybrid communication ecosystem GROHE X, the brand provides further impulses for the industry. Whether digitally on the brand experience hub, physically or hybrid in the GROHE X Brand & Communication Experience Center in Hemer, Germany or on the road with the GROHE X Motion Trucks, the brand connects people to contribute to LIXIL’s purpose to “make better homes a reality for everyone, everywhere”. *includes CO2 compensation projects, more on grohe-x.com/sustainability","You should have the following qualifications:Enrolled student in Business Administration, Business Informatics, Computer Science or related fieldsTheoretical knowledge of professional program & project managementInitial experience with program & project management will be helpfulPassionate about technology with a curious, self-learning mindsetConscientious, pro-active and self-directed, with the ability to cover multiple tasks in parallelSolution oriented, structured and organized working methodStrong sense of responsibility and hands-on mentalityGood knowledge in MS Office and fluent English (oral and written)First experience with Confluence will be helpful"
Working Student Product Management - Airborne Communications (m/f/d),Rohde & Schwarz GmbH & Co. KG,München,"Studentenjobs, Werkstudent","Homeoffice möglich, Teilzeit","Rohde & Schwarz is a global technology company with approximately 14,000 employees and three divisions: Test & Measurement, Technology Systems and Networks & Cybersecurity. For 90 years, the company has been developing cutting-edge technology, pushing the boundaries of what is technically possible and enabling customers from various sectors such as business, government and public authorities to maintain their technological.Headquartered in Munich, Germany, the company has strong regional hubs in Singapore and Columbia, Maryland to coordinate business activities in Asia and the USA.Join our Secure Communications Division in München (Germany) at the earliest possible date.","- Currently enrolled student in the fields of Information Technology, Aerospace Engineering, Electrical Engineering, Business Administration & Engineering or similar- Profound knowledge of MS Office (especially Excel, PowerPoint und SharePoint)- SAP knowledge is a plus- Proactive and result-oriented way of working- Strong cooperative and communicative skills- Very good knowledge of written and spoken English; German language skills are a plus"
