title,company,location,job_type,employment_type,description,requirements
Full-Stack Data Analytics/Data Science Expert im Competence Center Digital Accelerator (d/m/w/x),Mercedes-Benz AG,Stuttgart,Feste Anstellung,"Homeoffice möglich, Teilzeit, Vollzeit","Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus.Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen bedeutet, Teil eines globalen Teams zu werden, dessen Ziel es ist, die begehrenswertesten Automobile der Welt zu bauen. Together for excellence.Stellennummer: MER0003LSR","Idealerweise bringst Du Folgendes mit:Erfolgreich abgeschlossenes Studium der Wirtschaftswissenschaften, Informatik, Technik, Naturwissenschaften oder vergleichbarer Fachrichtungen mit mathematischen, statistischen oder ökonometrischen BestandteilenErfahrung in einem dynamisch-analytischen Arbeitsumfeld (z. B. in der Unternehmensberatung, Automobilindustrie, Software- oder Start-Up Branche)Erfahrung in der praktischen Anwendung von Data Engineering inkl. Daten Auswertung und Analyse - Erfahrung in mindesten zwei weiteren, relevanten Themenkomplexen wie:NLP / GenAIMachine LearningFrontend Development (bspw. REACT, Angular)Operations ResearchDeep LearningSoftware EngineeringSparkAnwendung von StatistikFundierte Programmierkenntnisse in relevanten Sprachen (Python, Java, JavaScript)Erfahrung mit der Arbeit auf Cloud Plattformen und den darauf arbeitenden Microservices (z. B. Databricks, ADF, etc.), präferiert MS AzureVerhandlungssicher Deutsch- und Englischkenntnisse in Wort und SchriftPersönliche Kompetenzen:Ausgeprägtes Kommunikations- und PräsentationsvermögenNeugier, Fähigkeit und Freude daran Dich schnell in neue Technologien, Methoden und Lösungen einzuarbeiten - Gestaltungsdrang, kreative Problemlösungskompetenz und Motivation etwas zu bewegenAusgeprägte Teamfähigkeit und Spaß an interdisziplinärer Projektarbeit Hohe analytische und konzeptionelle SkillsHohes technisches und digitales VerständnisDu bist Dir nicht ganz sicher? Wir schauen uns jede Bewerbung im Detail an und prüfen bei Erlaubnis auch einen potentiellen Match mit anderen MBMC Stellenprofilen. Immer noch nicht sicher? Unser Recruiting-Team freut sich über Deine Nachricht untercareers_managementconsulting@mercedes-benz.com.Bitte beachte, dass wir in einem hybriden Arbeitsmodell arbeiten, da unser Arbeitsmodell projektabhängig ist und daher eine Vor-Ort-Präsenz von bis zu 5 Tagen erforderlich sein kann.Bitte Beachte: Wir befinden uns vom 31.07.2025 bis zum 15.09.2025 in unserer Blockpause, daher kommt es zu längeren Rückmeldezeiten bei Bewerbungen.Zusätzliche Informationen:Es handelt sich um eine unbefristete Stelle.Ganz ohne Formalitäten geht es natürlich auch bei uns nicht. Daher bewirb Dich bitte ausschließlich online und füge Deiner Bewerbung einen Lebenslauf, Anschreiben und Zeugnisse bei (max. Gesamtgröße der Anhänge 5 MB) und markiere im Online-Formular Deine Bewerbungsunterlagen als ""relevant für diese Bewerbung"".Wir freuen uns insbesondere über Onlinebewerbungen schwerbehinderter und ihnen gleichgestellter behinderter Menschen direkt auf diese Ausschreibung. Bei Fragen kannst Du Dich untersbv-zentrale@mercedes-benz.comzudem an die Schwerbehindertenvertretung des Standorts wenden, die Dich gerne nach Deiner Bewerbung im weiteren Bewerbungsprozess unterstützt.Bitte habe Verständnis dafür, dass wir keine Papierbewerbungen mehr entgegennehmen und es keinen Anspruch auf Rückversand gibt.Fragen zum Bewerbungsprozess beantwortet Dir gerne HR Services per Mail anmyhrservice@mercedes-benz.comoder per Telefon: 0711/17-99000 (Montag bis Freitag zwischen 10-12 Uhr und 13-15 Uhr)."
Professor for Applied Data Science f/m/d,SRH University,München,Feste Anstellung,"Homeoffice möglich, Vollzeit","As one of the largest private universities in Germany, SRH University is the innovative companion for students from over 140 nations. We are part of the leading education and healthcare provider SRH, which has been helping people to lead a self-determined life for over 50 years. We teach with passion and competence and focus on the professional and personal development of our students. At our forward-looking campuses, we offer a wide variety of study programs and models, hand in hand with business and practice. With our innovative and award-winning CORE didactics, we accompany our students individually on their path. They learn hands-on in small groups and interactive, project-based units. We see ourselves as an international, diverse and interdisciplinary community.We are part of SRH – a leading provider of edu­cation and healthcare services with 17,000 employees. The SRH operates private colleges, education centers, schools and hospitals.To strengthen our School of Arts, Information & Media, we are looking for a Professor of Applied Data Science at the Munich campus f/m/d in full-time starting from October 1, 2025. The position is unlimited.","Fulfillment of the employment requirements for professors according to § 47 LHG BWSpecial aptitude for scientific work is usually demonstrated by a qualified doctorate or excellent subject-related practice achievementsKnowledge of Designing and Implementing Statistical Models, Statistical Data Analysis and Machine LearningProcessing and analysis of complex and large datasetsPractical knowledge with teaching experience with programming languages such as Python, RExperience with tools such as Tableau, Open Refine, TrifactaRelevant Publications in the domain of Applied Machine Learning, and Data EngineeringExperience with handling and maintaining data infrastructureIndependent and responsible way of workingSubstantial teaching experience in university is recommendedExcellent written and spoken English knowledgeWillingness to actively develop accompany learning processes according to the CORE PrincipleWillingness to use innovative teaching concepts and their further development using digital media and technologies as well as enjoyment of educating our studentsNetwork of contacts in the data science industry is advantageous"
(Associate) Consultant Data Science & AI (m/w/d),Capgemini Invent,"Berlin, Frankfurt am Main, Hamburg, Köln, München, Stuttgart",Feste Anstellung,Vollzeit,"Wir bei Capgemini Invent glauben, dass unterschiedliche Perspektiven den Wandel vorantreiben. Als innovative Transformationsberater vereinen wir unsere strategischen, kreativen und wissenschaftlichen Fähigkeiten und arbeiten eng mit unseren Kunden zusammen, um zukunftsweisende Lösungen zu entwickeln. Hilf uns dabei, den Wandel voranzutreiben, der auf die Herausforderungen unserer Kunden von heute und morgen zugeschnitten ist. Informiert und validiert durch Wissenschaft und Daten. Verstärkt durch Kreativität und Design. Und das alles auf der Grundlage von Technologien.","Du hast es einen sehr guten Hochschulabschluss (Bachelor/Master) in einem technischen oder naturwissenschaftlichen StudiengangDu bringst erste praktische Projekterfahrung inAI Implementierung und Skalierung, mit Datenbanken und der agilen Software-EntwicklungDu möchtest sowohl strategisch Denken als auch technisch umsetzenDu beherrschst einen breiten Tech-Stack um eigenständig (Agentic) AI-Anwendungen zu implementieren (z.B. Keras, PyTorch, Numpy, Spark, Kafka, NoSql, AWS, Azure, GCP, Pyomo, GAMS, Linopy,Du bring ausgeprägte Präsentations- und Moderationsfähigkeiten sowie sehr gute MS-Office-Kenntnisse mitDu bist stolz auf deine hohe Zuverlässigkeit, deinen Teamgeist und identifizierst dich mit den Werten und dem Ansatz von CapgeminiDu besitzt exzellente Deutsch (mindestens C1) - und Englischkenntnisse und zeigst Flexibilität sowie Reisebereitschaft"
Senior AI / Data Science Engineer (m/w/d),GBTEC Software AG,Bochum,Feste Anstellung,"Homeoffice möglich, Vollzeit","Seit mehr als 20 Jahren entwickeln wir erfolgreich innovative Softwarelösungen und begleiten Kunden weltweit in erstklassigen Beratungsprojekten. Die Zukunftsfähigkeit unserer Branche sowie die agilen Strukturen unseres Unternehmens bilden den Grundstein für weiteres, gesundes Wachstum GBTECs. Als attraktiver Arbeitgeber arbeiten wir stetig daran, das Beste für unsere GBTEChies herauszuholen. Überzeuge Dich selbst und lerne uns im Karrierebereich kennen.","Erfahrung in der Datenaufbereitung: Fundierte Kenntnisse in der Datenextraktion, -bereinigung und -strukturierung aus verschiedenen Quellen (z. B. APIs, Datenbanken, Dokumente).Praktische Erfahrung mit Retrieval-Augmented Generation (RAG) und Vektordatenbanken.Kenntnisse im Umgang mit LLMs (Large Language Models) und deren Integration in produktive Umgebungen, ohne aufwändiges Training oder Finetuning.Sehr gute Programmierkenntnisse in Python oder Java.Verständnis für Datenbanken (relational und NoSQL) sowie Suchtechnologien (z. B. Elasticsearch).Kenntnisse in der Entwicklung skalierbarer Systeme und Services, idealerweise in der Cloud (z. B. AWS, Google Cloud, Azure).Erfahrung mit Methoden zur Verarbeitung unstrukturierter Daten (z. B. Dokumentenverarbeitung, Text Mining, NLP).Sehr gute Englischkenntnisse (C1)"
Praktikum Data Science,Lidl Stiftung & Co. KG,Neckarsulm,Praktikum,Vollzeit,"Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen und internationalen Umfeld. Bei Lidl findet jeder seine persönliche Herausforderung. Denn Lidl lohnt sich.","Fortgeschrittenes Studium im Bereich (Wirtschafts-) Informatik, Mathematik / Statistik oder einem vergleichbaren StudiengangGrundlegende Kenntnisse in Statistik und Machine Learning sowie erste Berührungspunkte mit Big-Data-Technologien und relevanten Tools wie scikit-learn, Spark oder HiveErste Erfahrungen mit Programmiersprachen (Python, R, oder Scala) und grundlegende Kenntnisse der SoftwareentwicklungErste Erfahrungen mit Datenbanken und SQL wünschenswertGute bis sehr gute Deutsch- sowie gute Englischkenntnisse"
Mathematiker/Aktuar (d/m/w) Data Science/Pricing/Risikomanagement/Solvency II,Meyerthole Siems Kohlruss Ges. für aktuarielle Beratung mbH,Köln,"Berufseinstieg/Trainee, Feste Anstellung",Vollzeit,"Meyerthole Siems Kohlruss (MSK) ist eine aktuarielle Beratungsgesellschaft mit Sitz in Köln und seit 1998 im deutschsprachigen Raum für Schaden- und Unfallversicherer tätig. Unsere Schwerpunkte liegen auf abwechslungsreichen Aufgaben aus den Bereichen Data Science, Telematik, Pricing, Naturgefahren, Bilanzbewertung, Rückversicherung und Solvency II. Zu unseren Mandaten zählen mehr als 80 Versicherer und Rückversicherer sowie InsurTechs. Kreativität und Teamarbeit haben einen hohen Stellenwert bei der Entwicklung der maßgeschneiderten Lösungen für unsere Mandanten.","Sie haben ein Studium der Mathematik oder eines vergleichbaren Faches erfolgreich abgeschlossen.Sie arbeiten lösungsorientiert und nehmen neue Herausforderungen gerne an.Sie bringen komplexe Themen auf den Punkt und stimmen sich mit dem Team beim Ringen um die beste Lösung ab.Wünschenswert sind erste Berufserfahrungen bei einem Versicherer, Rückversicherer oder Beratungshaus.Aber auch Berufsanfänger:innen stehen die Türen offen."
Senior Consultant / Manager (Gen) AI & Data Scientist | AI Garage (m/w/d),Capgemini Invent,"Berlin, Frankfurt am Main, Hamburg, Köln, München, Stuttgart",Feste Anstellung,Vollzeit,"Wir bei Capgemini Invent glauben, dass unterschiedliche Perspektiven den Wandel vorantreiben. Als innovative Transformationsberater vereinen wir unsere strategischen, kreativen und wissenschaftlichen Fähigkeiten und arbeiten eng mit unseren Kunden zusammen, um zukunftsweisende Lösungen zu entwickeln. Hilf uns dabei, den Wandel voranzutreiben, der auf die Herausforderungen unserer Kunden von heute und morgen zugeschnitten ist. Informiert und validiert durch Wissenschaft und Daten. Verstärkt durch Kreativität und Design. Und das alles auf der Grundlage von Technologien.","Mehrjährige praktische Projekterfahrung in komplexen & agilen Data Science-Projekte entlang des kompletten ProjektzyklusVerantwortung als (Teil-) Projektleitung in einem der folgenden Bereiche: AI Strategy, AI für Customer Experience, AI Software Development und/oder der Implementierung von Data Science LösungenNachweisliche Erfahrung und Kompetenz in der Entwicklung von Technologiestrategien für AI, Analytics und Data ManagementEinen herausragenden Studienabschluss mit quantitativer Ausrichtung, wie z.B. Statistik, Informatik oder angewandte MathematikFundierte Expertise in der Programmierung von Algorithmen und statistischen Modellen mit Python und/oder RSpaß am datengetriebenen Arbeiten an der Schnittstelle von strategischer & technischer Analyse und UmsetzungHohe Zuverlässigkeit, Teamgeist und Fit für eine weltweit führende ManagementberatungAusgeprägte Präsentations- und Moderationsfähigkeiten sowie sehr gute MS-Office-KenntnisseExzellente Deutsch- und Englischkenntnisse"
(Senior) BI & Data Architect (w/m/d),Arsipa GmbH,Berlin,Feste Anstellung,"Homeoffice möglich, Vollzeit","Wir suchen einen(Senior) BI & Data Architect (w/m/d)für unsere wachsende Unternehmensgruppe in BerlinAls(Senior) BI & Data Architect (w/m/d)gestaltest Du unsere BI-Architektur von Grund auf, entwickelst aussagekräftige Reporting- und Analyseprozesse für unser Finance- und Management-Team, visualisiert entscheidungsrelevante Daten und unterstützt unsere internen Stakeholder dabei, Daten und BI-Tools effektiv zu nutzen.DieArsipa GmbHist eine deutschlandweite Unternehmensgruppe in den BereichenArbeitssicherheit, Arbeitsmedizin und Umweltschutz. Wir verfolgen eine Private Equity Buy & Build Strategie und sind mit unseren20 Tochterunternehmensowieüber 750 Mitarbeiter*Innenan insgesamt über50 Standortenin Deutschland und Österreich vertreten.Unsere Vision ist es, Arbeitsschutz neu zu denken:Persönlich, individuell und aus einer Hand. Durch den Zusammenschluss von erfolgreichen regionalen Betrieben zu einerUnternehmensgruppewerden wir einer der führenden drei Marktteilnehmer im deutschlandweiten Health & Safety Markt. Von unserem Hauptsitz in Berlin aus unterstützen und entlasten wir unsere Partnerbetriebe in den Bereichen Personal, Marketing, Finanzen sowie IT und fördern gleichzeitig den fachlichen Austausch zwischen Kolleg*Innen anderer Partnerbetriebe derArsipa Gruppe.","Deine Startvoraussetzungen:Mehrjährige Berufserfahrung im Bereich Data Science, Data Engineering oder Business IntelligenceFundierte Kenntnisse in Python, SQL, Power BI sowie mit modernen Cloud-Plattformen (z. B. AWS, GCP, Azure)Erfahrung im Aufbau von BI- und Dateninfrastrukturen von Grund aufGutes Verständnis betrieblicher Prozesse – idealerweise mit Fokus auf Finance/ControllingAusgeprägte Eigenverantwortung, strukturierte Arbeitsweise und starke kommunikative FähigkeitenVerhandlungssichere Deutschkenntnisse und idealerweise fließende Englischkenntnisse in Wort und SchriftNice to have: Erfahrung mit dbt, Pentaho, Dremio oder ähnlichen Tools"
Data Scientist (m/w/d),Rhenus Group,bundesweit,Feste Anstellung,Vollzeit,"Willkommen bei Rhenus!Die Rhenus Gruppe ist einer der führenden, weltweit operierenden Logistikdienstleister. Entlang der gesamten Supply Chain bieten wir maßgeschneiderte Lösungen für Unternehmen aus den unterschiedlichsten Branchen. Von multimodalen Transporten bis zur perfekten Lagerung, vom reibungslosen Verzollen bis zu innovativen Mehrwertdiensten: Wir sind immer am Puls der Zeit und an der Seite unserer Kunden.","Das bringst Du mitDu hast ein abgeschlossenes Hochschulstudium in Mathematik, Informatik, Statistik oder eine vergleichbare Qualifikation mit mind. 2 Jahren Berufserfahrung im Bereich Data Science, Predictive Analytics bzw. Data Mining.Darüber hinaus bringst Du ein umfangreiches Wissen im Umgang mit Data Science Tools und Techniken, vorzugsweise Data Science Studio von Dataiku, mit.Zudem konntest Du bereits praktische Erfahrung in der Anwendung von Machine & Deep Learning Algorithmen, insb. Time Series Forecasting und der Programmierung mit Python sammeln.Ebenfalls bringst Du praktische Erfahrung in der Leitung von Data Science Projekten, inkl. Kundenkommunikation mit.Von Vorteil ist außerdem Erfahrung mit SQL, verschiedenen Python-Bibliotheken (pandas, tensorflow, pytorch, etc.) sowie ein ausgeprägter Innovationswille, um den Bereich Data Science voranzutreiben.Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift runden Dein Profil ab."
Data Scientist (Qlik Sense) (m/w/d),WÜSTHOF GmbH,Solingen,Feste Anstellung,"Homeoffice möglich, Vollzeit","Freu dich auf eine messerscharfe Karriere, die zu dir passt.Als Hersteller hoch­wertiger Kochmesser wissen wir: Schneiden ist Teilen! Denn mit jedem Schnitt vom „Kuchen“ kannst du anderen ein Stück vom Genuss abgeben. Genauso ver­stehen wir Team­work. Mit jedem Tag bei WÜSTHOF wollen wir unsere Vision, unsere Erfah­rung und unseren Erfolg teilen – und zwar mit dir!Wenn du also Lust hast, deine Per­sön­lich­keit, dein Wissen und deine Leiden­schaft mit uns zu teilen – dann freuen wir uns darauf, gemein­sam mit dir die Zukunft von WÜSTHOF zu schmieden! Komm rein in unser fami­liär ge­führ­tes Unter­neh­men, in dem eine Kultur von per­sön­li­cher Ent­fal­tung auf dich wartet und du dich vom ersten Tag an weiter­ent­wickeln kannst. Deine Zukunft ist nur einen kleinen Schmiede­schlag – nenn es ruhig Klick – entfernt. Sag Hallo zu:TRADITION TRIFFT ZEITGEIST. HANDWERKSKUNST TRIFFT HIGHTECH. WÜSTHOF TRIFFT DICH!Wir suchen ab sofort einenData Scientist (Qlik Sense) (m/w/d)StandortSolingen / hybridBereichFinance & ControllingAls Data Scientist gestaltest du aktiv die datengetriebene Zukunft der WÜSTHOF-Gruppe mit. Du vereinst technisches Know-how mit betriebswirtschaftlichem Verständnis und schaffst durch intelligente Daten­analysen echte Mehrwerte für unsere Fachbereiche.","Ein abgeschlossenes Studium in Data Science, Informatik, Wirtschafts­informatik oder eine vergleichbare QualifikationTiefe Kenntnisse in Qlik Sense und Erfahrung in der Einführung von BI-SystemenErfahrung in der Nutzung von Qlik Script, JavaScript, HTML und CSSGute Kenntnisse in Proalpha ERP – insbesondere in Bezug auf Daten­strukturen und Schnitt­stellenEin gutes betriebswirtschaftliches VerständnisErfahrung im Führen von Projekten und ProjektteamsIdealerweise hast du bereits als Product Owner oder Projekt­verantwortliche*r gearbeitetDu denkst analytisch, arbeitest strukturiert und bringst Eigeninitiative mitDu hast eine hohe Sozial­kompetenz und eine ausgeprägte Hands-on-MentalitätSehr gute Deutsch- und Englisch­kenntnisse runden dein Profil ab"
Actuarial Data Scientist / Aktuar:in / Mathematiker:in im Pricing (w/m/d),HUK-COBURG Versicherungsgruppe,Coburg,Feste Anstellung,"Teilzeit, Vollzeit","Rechne mit einer spannenden Karriere – und einem tollen Team.In der mathematischen Abteilung, unseren Aktuariaten, werden Tarife, Kundenrabatte und Rückzahlungen in verschiedenen Sparten berechnet. Um unseren Kund:innen immer faire Tarife anbieten zu können, findet hier auch das Pricing auf Basis von Marktbeobachtungen statt. Viele Zahlen liefern uns viele Daten. Durch sie wissen wir, was die Menschen bewegt und sie helfen uns dabei, unseren Kund:innen den besten Service zu bieten.Hallo, lass uns WIR sagen!Wir – die HUK-COBURG Versicherungs­gruppe – zählen zu den 10 größten in Deutschland. Vor über 90 Jahren gegründet sind wir mit über 13 Millionen Kund:innen heute der große Versicherer für Privathaushalte und der größte deutsche Auto­versicherer. Dass wir oft preis­günstiger sind als andere Versicherungen, hat bei uns schon Tradition. Genau wie unser Ruf als Arbeit­geberin, mit der DU wachsen und deine persönlichen Ziele erreichen kannst. Bei uns kannst du eine spannende Karriere machen. Mit viel Teamgeist und Wir-Gefühl. Außerdem bieten wir dir eine ganze Reihe attraktiver Benefits, die dich dabei unter­stützen, dich beruflich weiter­zuent­wickeln – und immer wieder neue Möglichkeiten zu entdecken. 770 Job­profile und 35 Abtei­lungen – macht zusammen: unzählige berufliche Möglichkeiten. Voller Chancen, aber auch Heraus­forderungen. Und immer ganz schön dynamisch. Nicht nur in Coburg, sondern in ganz Deutschland.Actuarial Data Scientist / Aktuar:in / Mathematiker:in im Pricing (w/m/d)Vollzeit, ab sofort in Coburg, unbefristet","Abgeschlossenes Masterstudium in Mathematik, Physik, Informatik, Data Science oder einem verwandten FachgebietProgrammiererfahrung (z. B. Python oder R) und sicherer Umgang mit Machine-Learning-MethodenKenntnisse der Schaden- / Unfallversicherung wünschenswertAusgeprägtes wirtschaftliches Verständnis und Gespür für marktgerechte TarifeHervorragende analytische Fähigkeiten und ProblemlösungskompetenzSelbstständige, zielorientierte Arbeitsweise mit hoher Eigenverantwortung und Bereitschaft, Ownership für Projekte und Ergebnisse zu übernehmenProjektmanagement-Erfahrung von Vorteil"
Solution Consultant – Data & Process Integration Services/Master Data Management (d/m/f),Henkell & Co. Sektkellerei KG,Wiesbaden,Feste Anstellung,"Homeoffice möglich, Vollzeit","We are seeking a dynamic and experienced Solution Consultant to join our team, specializing in Data & Process Integration Services and Master Data Management","Degree in business informatics, informatics, data 
science or similarHigh knowledge about Master Data (e.g. suppliers, 
articles, customers)Minimum experience of 5 years in the field Data 
Management (Systems) Governance (esp. in FMCG 
industry, GS1-Standards)Experiences in Consulting and Requirement Analysis 
in the field of International Master DataService-oriented and user-centered mindsetStrong communication skills and ability to 
communicate topics to senior managementStrong analytical skills and independent working 
attitudeProfessional in English and German"
Datenanalyst Finanzen & Controlling (m/w/d) - remote,PROLOGA GmbH,"bundesweit, Home-Office",Feste Anstellung,"Homeoffice möglich, Teilzeit, Vollzeit","Bei PROLOGA arbeiten wir an innovativen Software-Lösungen, die Unternehmen weltweit auf ihrem Weg zu null Emissionen und null Abfall unterstützen. Mit über 20 Jahren Erfahrung gestalten wir den Wandel in den Bereichen Versorgungswirtschaft, Abfall- und Recyclingmanagement, Smart Cities und Kreislaufwirtschaft aktiv mit.Als Co-Development- und Produktpartner der SAP kombinieren wir modernste Technologien mit tiefgreifendem Branchenwissen, um ressourceneffiziente Prozesse zu ermöglichen und eine nachhaltige Zukunft zu schaffen.Unsere Mission ist klar: Wir denken Lebenszyklen neu, gewinnen Werte zurück und setzen Standards für eine saubere, nachhaltige Welt. Dafür suchen wir Menschen, die unsere Vision teilen und mit uns innovative Lösungen für die Herausforderungen von morgen entwickeln möchten.Werde Teil eines internationalen Teams, das mit Leidenschaft, Expertise und modernsten Technologien den Unterschied macht – für unsere Kunden und für den Planeten.AlsDatenanalystim BereichFinanzen, Controlling, Projekt- & Produktcontrollinganalysierst, bereitest du Finanz-, Projekt- und Produktdaten auf und visualisierst sie. So schaffst du wertvolle Entscheidungsgrundlagen für die Unternehmenssteuerung, Projektbewertung und die Optimierung der Produktprofitabilität.","Du hast ein abgeschlossenes Studium derWirtschaftswissenschaften,Betriebswirtschaftslehre (BWL)mit SchwerpunktControlling,FinanzenoderWirtschaftsinformatik,Statistik,Informatik,Data Science,Mathematikoder eines vergleichbaren Studiengangs.Deine fachlichen und technischen Kompetenzen sind fundiert - insbesondere bringst du Programmierkenntnisse inPython,RundSQLmit. Du verfügst über Erfahrung in derDatenvisualisierungund imDatenmanagementsowie imFinance-, Projekt- und/oder Produktcontrolling. Idealerweise hast du zudem erste Berührungspunkte mitMachine Learning. Analytisches Denken, fließende Deutsch- und sehr gute Englischkenntnisse, ein hohes Maß an Genauigkeit und eine strukturierte Arbeitsweise runden dein Profil ab."
"Data Engineers, Analysts & Scientists (w|m|d)",BridgingIT GmbH,"München, Mannheim, Nürnberg, Stuttgart",Feste Anstellung,"Homeoffice möglich, Teilzeit, Vollzeit","DieBridgingIT GmbH besteht seit 2008und ist heute Teil der bridgingIT-Gruppe. An einem unserer9 kunden­nahen Standortein Deutschland bist du Teil einer herstellerunabhängigen und produktneutralen Technologie- und Unternehmensberatung. Gemeinsam setzen wir Digitalisierungsstrategien für Start-ups, den Mittelstand und Konzerne um. Unsere wertebasierte Organisation legt großen Wert aufmenschliche Nähe, Vielfalt und Vertrauen. Bei uns findest du nicht nur Karriere- und Weiterbildungs­möglich­keiten, sondern auch Flexibilität und Familienfreundlichkeit. Werde Teil unserer700-köpfigen Familieund gestalte deine Zukunft mit uns.Auf der Suche nach einem Job, der dir echte Flexibilität ermög­licht und deine fachliche Excellence zu schätzen weiß, stellen wir dir folgende Stelle vor.Bei bridgingIT steht derMensch im Mittelpunktundjetzt geht's um dich!Standort(e):Mannheim,München, Nürnberg, StuttgartArt:Festanstellung, Vollzeit, Teilzeit und mobiles Arbeiten","Ausbildung: Du hast ein abgeschlossenes Studium in Informatik, Mathematik, Wirtschaftsinformatik, Data Science oder einer vergleichbaren Fachrichtung.SQL und Python: Beide Technologien sind für dich Basiswerkzeuge, die du sicher beherrschst.Cloud-Technologien:Du bringst praktische Erfahrung mit Azure oder AWS mit und kennst dich mit deren Diensten aus.Data Engineering Tools: Erfahrung mit Plattformen wie Databricks, MS Fabric oder Snowflake ist von Vorteil.Visualisierung:Du hast fundierte Kenntnisse in Power BI oder Tableau und bist in der Lage, komplexe Datenansichten einfach und verständlich darzustellen.Analytische Fähigkeiten:Du kannst Daten strukturieren, analysieren und daraus verwertbare Erkenntnisse ableiten.Teamfähigkeit:Du arbeitest gerne interdisziplinär und bringst deine Expertise in einem agilen Umfeld ein.Du beherrschst Deutsch auf mind. C1 Niveau und kannst es erfolgreich im Berufsalltag einsetzen - Your German language proficiency is at least C1 level, and you are able to use it successfully in your daily work."
Data Scientist (m/w/d),Deutscher Reisesicherungsfonds GmbH,Berlin,Feste Anstellung,"Homeoffice möglich, Vollzeit","Wer wir sind – Sicherheit für Reisende, Stabilität für die ReisebrancheDer Deutsche Reisesicherungsfonds (DRSF) wurde 2021 gegründet, um Pauschalreisende vor den finanziellen Folgen einer Insolvenz ihres Reiseveranstalters zu schützen und gleichzeitig die Stabilität und das Vertrauen in die Reisebranche zu sichern, indem wir Marktteilnehmer entlasten, gesetzliche Vorgaben erfüllen und ein effizientes Krisenmanagement im Insolvenzfall gewährleisten.Unsere Mission:Sicherstellen, dass im Falle einer Insolvenz eines Reiseanbieters Urlauber ihr Geld zurückerhalten und sicher nach Hause kommen.","Du hast fundierte Erfahrung in Data Science, Machine Learning und Künstlicher Intelligenz.Du beherrschst Python und R sicher – inkl. Statistik, Modellierung und Datenverarbeitung.Du verfügst über ein solides Verständnis von Algorithmen, Statistik und mathematischen Modellen.Du bist vertraut mit Datenbanken (SQL, NoSQL) und Big Data-Technologien.Du bringst Erfahrung mit Visualisierungstools wie Tableau, Power BI, Matplotlib oder Seaborn mit.Du kennst dich mit SQL/NoSQL-Datenbanken, Big Data-Technologien und Cloud-Plattformen (z. B. AWS, Azure, GCP) aus.Du sprichst fließend Deutsch und Englisch und bist bei Bedarf auch mal unterwegs.Persönlich überzeugst du mit:Analytischem Denken, klarer Kommunikation – auch für nicht-technisches Publikum – und der Fähigkeit, komplexe Themen strukturiert zu vermitteln. Du agierst selbstständig, belastbar und lösungsorientiert – und arbeitest gern im Team, auch wenn’s mal herausfordernd wird."
